adult,budget,TMDb_id,popularity,release_year,status,title,vote_average,Netflix_id,on_Netflix
True,0.0,40862,0.303529,2006,Released,Iraq for Sale: The War Profiteers,8.0,,False
True,19000000.0,1417,26.817754,2006,Released,Pan's Labyrinth,7.6,s3069,True
True,0.0,24751,2.050561,1956,Released,The Conqueror,3.8,,False
True,70000000.0,4643,10.031817,2006,Released,The Guardian,6.8,,False
True,85000000.0,7484,11.744242,2006,Released,Open Season,6.1,s7670,True
True,20000000.0,9842,10.725567,2006,Released,School for Scoundrels,5.6,,False
True,0.0,36249,0.589159,2005,Released,Romy and Michele: In the Beginning,4.0,,False
True,0.0,111642,2.115376,1938,Released,St. Martin's Lane,8.0,,False
True,0.0,27275,2.742702,2004,Released,G.O.R.A.,7.4,,False
True,90000000.0,1422,18.515448,2006,Released,The Departed,7.9,s8273,True
True,16000000.0,10781,10.516112,2006,Released,The Texas Chainsaw Massacre: The Beginning,5.9,,False
True,12000000.0,9794,8.596352,2006,Released,Employee of the Month,5.4,s6693,True
True,40000000.0,9978,8.778999,2006,Released,Stormbreaker,5.1,,False
True,0.0,30025,2.739096,1951,Released,Sirocco,3.9,,False
True,0.0,14812,1.749024,2004,Released,"Hawaii, Oslo",6.3,,False
True,0.0,164687,0.977254,1935,Released,Dante's Inferno,5.8,,False
True,1900000.0,8332,2.266307,2005,Released,Antibodies,6.7,,False
True,0.0,3593,0.662919,1940,Released,Dr. Cyclops,6.1,,False
True,12000000.0,7510,4.926507,2006,Released,Running with Scissors,5.8,,False
True,0.0,28115,1.61966,1945,Released,Dillinger,4.9,,False
True,0.0,28297,3.119264,1947,Released,Brute Force,7.1,,False
True,0.0,16548,10.146313,2005,Released,Ellie Parker,5.7,,False
True,20000000.0,1975,6.768804,2006,Released,The Grudge 2,5.3,,False
True,20000000.0,9895,7.018483,2006,Released,Man of the Year,5.8,,False
True,20000000.0,8975,6.679168,2006,Released,The Marine,5.0,,False
True,13000000.0,9672,5.169999,2006,Released,Infamous,6.4,,False
True,20000000.0,15005,3.660528,2006,Released,One Night with the King,6.1,,False
True,1000000.0,39183,0.110813,2006,Released,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,,False
True,0.0,42236,2.693281,1976,Released,Fellini's Casanova,7.1,,False
True,0.0,52360,0.482353,1940,Released,The Howards of Virginia,4.5,,False
True,0.0,98498,0.149622,1993,Released,The Last Bolshevik,9.0,,False
True,0.0,46774,0.472296,1934,Released,Chapayev,4.8,,False
True,6000000.0,86,11.552537,2006,Released,The Elementary Particles,6.4,,False
True,0.0,78479,0.652781,2006,Released,Jackpot,7.0,s7115,True
True,0.0,10070,7.888988,2005,Released,Feast,6.1,,False
True,2500.0,13209,1.52896,2006,Released,Offside,6.7,,False
True,26000000.0,1440,7.311148,2006,Released,Little Children,6.9,,False
True,0.0,13364,2.583226,2006,Released,Deliver Us from Evil,7.5,,False
True,0.0,43847,1.632643,1938,Released,Marie Antoinette,6.4,,False
True,11.0,28932,3.566996,1978,Released,F.I.S.T.,6.5,,False
True,100000.0,18925,7.485908,2006,Released,Facing the Giants,6.6,,False
True,0.0,77198,0.521533,1934,Released,Broadway Bill,4.6,,False
True,6000000.0,1523,9.424157,2006,Released,The Last King of Scotland,7.4,,False
True,0.0,14201,1.337104,2006,Released,The U.S. vs. John Lennon,6.5,,False
True,2000000.0,1378,11.547748,2006,Released,Shortbus,6.3,,False
True,76000000.0,9693,14.114606,2006,Released,Children of Men,7.4,,False
True,40000000.0,1124,16.94556,2006,Released,The Prestige,8.0,,False
True,90000000.0,3683,9.224494,2006,Released,Flags of Our Fathers,6.7,,False
True,15000000.0,14012,3.94159,2006,Released,Flicka,6.1,,False
True,0.0,43673,5.381609,2006,Released,Sleeping Dogs Lie,5.7,,False
True,0.0,4285,0.634599,1995,Released,After Five In The Forest Primeval,6.8,,False
True,9500000.0,14097,9.586723,2005,Released,9th Company,6.8,,False
True,0.0,59500,0.939785,2006,Released,Jade Warrior,5.9,,False
True,0.0,78507,1.350301,1928,Released,Spies,7.4,,False
True,0.0,8194,7.34846,2006,Released,A Guide To Recognizing Your Saints,6.8,,False
True,0.0,5890,6.754744,2005,Released,Azumi 2: Death or Love,6.4,,False
True,0.0,6077,2.38476,2005,Released,13 Tzameti,6.9,,False
True,10000000.0,214,14.938035,2006,Released,Saw III,6.1,,False
True,0.0,1123,3.451518,2006,Released,Catch a Fire,6.4,,False
True,2000000.0,21173,4.028906,2006,Released,Death of a President,5.7,,False
True,0.0,50573,1.917878,2001,Released,Little Secrets,6.4,,False
True,0.0,36922,0.420539,1951,Released,The Kaiser's Lackey,6.0,,False
True,0.0,43071,1.5371,2002,Released,Corto Maltese in Siberia,6.4,,False
True,0.0,59087,8.253802,1952,Released,5 Fingers,7.2,,False
True,0.0,14620,5.776666,2006,Released,The Butterfly Effect 2,4.6,,False
True,1200000.0,43884,5.39865,1936,Released,The Charge of the Light Brigade,6.8,,False
True,0.0,80427,0.622742,2000,Released,Platform,6.8,,False
True,0.0,21156,2.365427,2005,Released,Lunacy,6.7,,False
True,149000000.0,11619,9.922577,2006,Released,Flushed Away,6.0,,False
True,50000000.0,1427,10.297304,2006,Released,Perfume: The Story of a Murderer,7.1,,False
True,4800000.0,23030,4.953729,1966,Released,Arabesque,5.9,,False
True,12000000.0,13767,6.829528,2006,Released,The Santa Clause 3: The Escape Clause,5.0,,False
True,0.0,19109,6.038144,2005,Released,The Long Weekend,5.8,,False
True,0.0,33218,2.16539,1955,Released,Daddy Long Legs,6.4,,False
True,0.0,144541,0.254635,2001,Released,"Cześć, Tereska",7.6,,False
True,0.0,24553,2.271382,2005,Released,All the Invisible Children,7.3,,False
True,0.0,21057,5.114861,1993,Released,Ocean Waves,6.3,,False
True,0.0,68736,0.035284,1971,Released,Joe Cocker - Mad Dogs & Englishmen,10.0,,False
True,0.0,67880,0.724273,1938,Released,Four Daughters,3.5,,False
True,0.0,35561,0.911053,1940,Released,Arizona,4.8,,False
True,0.0,60567,0.865544,1963,Released,The Big City,8.0,,False
True,0.0,4928,1.441529,1959,Released,"The World, the Flesh and the Devil",5.8,,False
True,0.0,27295,3.291757,1992,Released,Mom and Dad Save the World,4.4,,False
True,0.0,55831,0.708481,2005,Released,Boynton Beach Club,6.8,,False
True,0.0,12486,2.515565,2006,Released,Farce of the Penguins,3.2,,False
True,0.0,20785,1.359057,1977,Released,Emmet Otter's Jug-Band Christmas,7.3,,False
True,35000000.0,9726,7.82187,2006,Released,A Good Year,6.5,,False
True,0.0,2152,1.831001,2006,Released,Dixie Chicks: Shut Up and Sing,6.5,,False
True,0.0,36215,1.43638,2004,Released,Vital,6.5,,False
True,1500000.0,61650,1.061486,1948,Released,A Foreign Affair,6.7,,False
True,15000000.0,10093,9.338989,2006,Released,The Return,5.1,,False
True,12000000.0,14799,12.142183,2006,Released,For Your Consideration,5.9,,False
True,0.0,29044,1.389875,2005,Released,Street Fight,6.6,,False
True,0.0,13542,1.757911,2004,Released,Red Dust,6.4,,False
True,0.0,21710,2.048857,2005,Released,Fuck,6.6,,False
True,0.0,8588,10.81576,2006,Released,Shooting Dogs,7.5,,False
True,150000000.0,36557,23.065078,2006,Released,Casino Royale,7.3,s6428,True
True,100000000.0,9836,15.088318,2006,Released,Happy Feet,5.9,,False
True,4000000.0,9809,3.856827,2006,Released,Let's Go to Prison,5.5,,False
True,0.0,10741,9.614816,2006,Released,Bobby,6.4,s6351,True
True,0.0,9969,5.162761,2006,Released,Deck the Halls,5.1,,False
True,0.0,2357,3.898236,2006,Released,10 Items or Less,6.6,,False
True,85000000.0,1581,14.043416,2006,Released,The Holiday,6.7,,False
True,0.0,21600,1.64311,1941,Released,I Wake Up Screaming,4.8,,False
True,0.0,57977,0.827289,2004,Released,Luna de Avellaneda,6.6,,False
True,12000000.0,313,11.556057,2006,Released,Snow Cake,7.3,,False
True,2000000.0,7873,7.659357,2005,Released,Harsh Times,6.3,,False
True,0.0,14823,2.216329,2006,Released,London to Brighton,6.5,,False
True,250000.0,27387,6.677536,2003,Released,Gacy,4.4,,False
True,0.0,8324,5.397239,2006,Released,Fast Food Nation,5.9,,False
True,0.0,29415,2.760745,1938,Released,La Bête Humaine,6.6,,False
True,0.0,27019,1.412839,1974,Released,Celine and Julie Go Boating,7.5,,False
True,0.0,85505,0.336991,1930,Released,Min and Bill,6.0,,False
True,0.0,42822,1.530243,1932,Released,"20,000 Years in Sing Sing",5.8,,False
True,0.0,36265,4.728698,1965,Released,Simon of the Desert,7.8,,False
True,22000000.0,2179,7.98193,2006,Released,Tenacious D in The Pick of Destiny,6.5,s1257,True
True,0.0,39219,0.264959,1960,Released,The Facts of Life,5.4,,False
True,0.0,47156,0.287051,1939,Released,It's a Wonderful World,4.7,,False
True,0.0,15152,6.926251,2006,Released,"OSS 117: Cairo, Nest of Spies",7.2,,False
True,0.0,14457,10.382533,2005,Released,Reeker,5.2,,False
True,0.0,76211,3.115951,1948,Released,Sitting Pretty,6.1,,False
True,0.0,38450,1.095995,1976,Released,The Last Hard Men,6.6,,False
True,0.0,15804,3.248978,1991,Released,A Brighter Summer Day,8.4,,False
True,0.0,14978,1.01593,2004,Released,Moog,4.4,,False
True,35000000.0,2447,4.68645,2006,Released,The Nativity Story,6.4,,False
True,0.0,10032,5.985236,2006,Released,Van Wilder 2: The Rise of Taj,5.1,,False
True,10000000.0,9796,11.951258,2006,Released,Turistas,5.3,,False
True,100000000.0,1372,12.477872,2006,Released,Blood Diamond,7.4,,False
True,0.0,22440,2.076008,1936,Released,Dracula's Daughter,6.3,,False
True,0.0,39554,1.028259,1975,Released,Doc Savage: The Man of Bronze,5.3,,False
True,0.0,15077,3.233724,2006,Released,Election 2,7.1,,False
True,26000000.0,18147,5.437197,2006,Released,Unaccompanied Minors,5.5,s8656,True
True,0.0,54910,0.708427,2006,Released,Off the Black,6.0,,False
True,85000000.0,9986,10.254314,2006,Released,Charlotte's Web,5.8,s6449,True
True,100000000.0,2486,9.851133,2006,Released,Eragon,4.9,,False
True,24000000.0,1246,11.697604,2006,Released,Rocky Balboa,6.5,,False
True,0.0,43970,0.765523,2005,Released,Iron Island,8.1,,False
True,16800000.0,18615,5.108321,2006,Released,Fur: An Imaginary Portrait of Diane Arbus,5.8,,False
True,0.0,40574,1.153412,1924,Released,Girl Shy,6.9,,False
True,0.0,13210,2.744345,1955,Released,The Dam Busters,7.0,,False
True,0.0,25060,2.702334,2004,Released,Zombie Honeymoon,4.4,,False
True,500000.0,12795,5.978211,2006,Released,Another Gay Movie,5.2,,False
True,0.0,11653,9.161849,2005,Released,The Myth,6.3,,False
True,0.0,16066,1.143836,2005,Released,Oyster Farmer,6.3,,False
True,0.0,95797,0.933263,1931,Released,Waterloo Bridge,7.3,,False
True,0.0,77966,0.656431,1932,Released,Red-Headed Woman,6.3,,False
True,0.0,55819,2.388788,1983,Released,Daniel,6.2,,False
True,0.0,46948,1.828322,1986,Released,Power,5.6,,False
True,12.0,97519,0.907629,1973,Released,Lost Horizon,4.6,,False
True,0.0,43791,1.210668,1956,Released,The Man Who Never Was,6.8,,False
True,0.0,82944,0.911178,1961,Released,Something Wild,6.5,,False
True,19400000.0,14202,11.370183,2006,Released,The Painted Veil,7.1,,False
True,65000000.0,11170,5.401746,2006,Released,We Are Marshall,6.7,,False
True,0.0,12924,6.74453,2004,Released,The Place Promised in Our Early Days,6.9,,False
True,0.0,30060,8.302414,1982,Released,The Plague Dogs,8.0,,False
True,85000000.0,1247,11.057536,2006,Released,The Good Shepherd,6.3,,False
True,70000000.0,1125,7.739633,2006,Released,Dreamgirls,6.6,,False
True,0.0,8436,2.051237,2006,Released,The Page Turner,6.7,,False
True,5000.0,14277,0.651714,2006,Released,Loose Change: 2nd Edition,6.3,,False
True,0.0,11214,0.934533,2005,Released,We Feed the World,7.5,,False
True,0.0,33583,5.619235,1971,Released,The Decameron,6.9,,False
True,21000000.0,1646,13.585233,2007,Released,Freedom Writers,7.6,s143,True
True,2000000.0,58923,0.525385,2006,Released,When the Levees Broke: A Requiem in Four Acts,7.0,,False
True,0.0,47143,0.988415,2005,Released,The Intruder,7.4,,False
True,0.0,7736,1.3981,1969,Released,Katzelmacher,6.7,,False
True,0.0,1730,6.610774,2006,Released,INLAND EMPIRE,7.1,,False
True,45000.0,42241,1.070492,1976,Released,Sebastiane,8.0,,False
True,0.0,20537,2.88364,1986,Released,Caravaggio,6.3,,False
True,0.0,12812,0.516347,2004,Released,Wild Side,6.9,,False
True,4000000.0,8618,3.403583,2006,Released,The History Boys,6.6,,False
True,15000000.0,1259,8.593087,2006,Released,Notes on a Scandal,6.9,,False
True,70000.0,20842,1.796065,1973,Released,Children Shouldn't Play with Dead Things,5.3,,False
True,15000000.0,10908,7.965505,1999,Released,Inferno,5.1,,False
True,0.0,34943,0.671336,1941,Released,The Face Behind the Mask,6.0,,False
True,0.0,27067,2.419374,1997,Released,The Life of Jesus,6.7,,False
True,21000000.0,9053,5.756379,2006,Released,DOA: Dead or Alive,5.0,,False
True,110.0,1494,6.238036,2006,Released,Curse of the Golden Flower,6.6,,False
True,0.0,13318,3.422864,2006,Released,The Bothersome Man,6.9,,False
True,0.0,10462,1.618751,1994,Released,Don't Drink the Water,4.9,,False
True,32000000.0,182,5.290831,2006,Released,The Good German,5.9,,False
True,0.0,31048,6.185658,2005,Released,Sweet Land,6.1,,False
True,19000000.0,1251,11.649588,2006,Released,Letters from Iwo Jima,7.2,,False
True,0.0,43512,0.346945,1943,Released,Presenting Lily Mars,6.0,,False
True,9000000.0,9656,7.888302,2006,Released,Black Christmas,4.8,,False
True,47000000.0,5393,13.139893,2006,Released,Happily N'Ever After,4.6,,False
True,12000000.0,14171,4.068478,2006,Released,Home of the Brave,5.5,,False
True,20000000.0,14396,11.107148,2007,Released,Code Name: The Cleaner,4.7,s6512,True
True,13000000.0,1931,5.607508,2007,Released,Stomp the Yard,6.1,,False
True,30000000.0,13967,8.599342,2006,Released,Miss Potter,6.3,,False
True,86000000.0,9992,11.621534,2006,Released,Arthur and the Invisibles,6.0,,False
True,0.0,16371,1.320887,1999,Released,Tell Me Something,5.8,,False
True,900000.0,19344,7.528482,2006,Released,Loving Annabelle,6.4,s7357,True
True,0.0,8275,8.152676,2006,Released,American Pie Presents: The Naked Mile,5.3,,False
True,0.0,79767,0.469667,2004,Released,Rolling Family,6.4,,False
True,0.0,2433,3.454623,1967,Released,The Young Girls of Rochefort,7.5,,False
True,0.0,2204,2.988528,1974,Released,Alice in the Cities,7.2,,False
True,0.0,42567,2.162008,1951,Released,David and Bathsheba,4.7,,False
True,300000.0,26518,2.196695,2006,Released,Old Joy,6.3,,False
True,0.0,14449,2.591175,2006,Released,The Banquet,6.2,,False
True,0.0,13771,3.740068,2006,Released,Venus,6.5,,False
True,0.0,33375,0.885042,2006,Released,My Bollywood Bride,3.0,,False
True,0.0,1773,0.649011,1932,Released,American Madness,5.4,,False
True,0.0,11578,4.454569,1953,Released,The Return of Don Camillo,7.2,,False
True,0.0,11972,2.865776,1952,Released,Don Camillo,7.6,,False
True,0.0,38025,1.274388,2006,Released,Invisible Waves,5.8,,False
True,0.0,27095,2.337139,2005,Released,Cold Showers,4.9,,False
True,0.0,31325,2.725556,2006,Released,The Singer,5.7,,False
True,0.0,4283,2.454709,2007,Released,Primeval,4.7,,False
True,0.0,7457,7.655603,2006,Released,Alpha Dog,6.6,,False
True,10000000.0,8398,7.160967,2007,Released,The Hitcher,5.6,,False
True,0.0,13551,4.028773,2006,Released,The Dead Girl,6.4,,False
True,0.0,36878,2.952714,1960,Released,Testament of Orpheus,7.8,,False
True,6000000.0,19166,5.499612,2005,Released,House Of 9,4.9,,False
True,0.0,43470,1.39158,1946,Released,A Stolen Life,7.6,,False
True,0.0,3549,5.099115,2006,Released,After the Wedding,7.2,,False
True,0.0,25648,3.376611,2006,Released,Time,7.1,,False
True,0.0,11225,0.460854,2005,Released,Into Great Silence,8.4,,False
True,0.0,6166,2.317554,1963,Released,Dinner for One,6.8,,False
True,0.0,19629,1.38669,2005,Released,Red Doors,4.3,,False
True,0.0,12183,1.756489,2005,Released,The Wendell Baker Story,5.2,,False
True,0.0,56705,2.230313,1986,Released,Crawlspace,5.4,,False
True,0.0,27337,2.186388,2005,Released,Linda Linda Linda,7.3,,False
True,0.0,78318,0.657739,1939,Released,Juarez,6.4,,False
True,0.0,37952,1.249402,2004,Released,The Weeping Meadow,7.3,,False
True,0.0,46919,4.892157,1966,Released,Daisies,7.3,,False
True,60000000.0,1265,8.460206,2007,Released,Bridge to Terabithia,7.0,,False
True,0.0,14137,1.521008,2006,Released,Beer League,5.3,,False
True,0.0,15689,2.783147,2004,Released,Dead Meat,4.0,,False
True,100000.0,27432,2.777856,1978,Released,Killer of Sheep,6.5,,False
True,0.0,36877,1.547374,1932,Released,The Blood of a Poet,6.7,,False
True,0.0,14891,0.908052,2006,Released,Dirty Sanchez: The Movie,5.6,,False
True,0.0,12547,1.606225,2005,Released,Shadows in the Sun,6.3,,False
True,0.0,25623,4.321776,1977,Released,House,7.1,,False
True,0.0,13140,1.489294,2006,Released,Kenny,6.1,,False
True,0.0,13365,0.769595,2005,Released,49 Up,6.9,,False
True,2000000.0,10758,11.276024,2007,Released,Waitress,6.6,,False
True,0.0,26594,4.457291,2006,Released,The Secret,5.5,s5133,True
True,0.0,22473,8.557727,2005,Released,Neverwas,6.4,,False
True,0.0,50754,0.001021,1970,Released,7 Plus Seven,7.5,,False
True,0.0,74126,0.719233,1947,Released,Record of a Tenement Gentleman,6.8,,False
True,0.0,16138,2.004405,2004,Released,R-Point,6.3,,False
True,25000000.0,13668,5.953413,2006,Released,Catch and Release,5.8,,False
True,17000000.0,7516,7.906434,2006,Released,Smokin' Aces,6.4,,False
True,0.0,10075,5.415846,2007,Released,Blood and Chocolate,5.5,,False
True,20000000.0,9760,5.549609,2007,Released,Epic Movie,3.2,,False
True,0.0,1257,14.764607,2007,Released,Because I Said So,5.8,,False
True,50000000.0,1248,2.159558,2007,Released,Hannibal Rising,6.0,,False
True,60000000.0,9757,7.667874,2007,Released,Norbit,5.0,,False
True,0.0,56165,0.53403,1966,Released,Billy the Kid vs. Dracula,4.7,,False
True,0.0,90560,1.486509,1966,Released,Red Angel,7.3,,False
True,3000000.0,5206,4.066106,2006,Released,The Boss of It All,6.8,,False
True,0.0,14761,2.941626,2006,Released,Cocaine Cowboys,7.5,,False
True,0.0,1252,5.694413,2006,Released,Lonely Hearts,6.0,,False
True,150000000.0,2062,20.50803,2007,Released,Ratatouille,7.5,,False
True,0.0,11650,5.070446,2006,Released,Five Fingers,5.9,,False
True,0.0,12580,2.482068,2004,Released,Izo,6.1,,False
True,0.0,40641,3.325461,1961,Released,Lola,7.3,,False
True,0.0,23544,0.766972,1971,Released,The Point!,6.9,,False
True,13000000.0,2266,6.980486,2006,Released,"Paris, je t'aime",6.7,,False
True,13000000.0,5172,6.862146,2006,Released,The Astronaut Farmer,6.2,,False
True,0.0,15962,1.495971,2005,Released,Murk,6.8,,False
True,0.0,9965,3.055036,2004,Released,"Wake Up, Ron Burgundy: The Lost Movie",5.5,,False
True,0.0,13127,8.416631,2005,Released,SPL: Kill Zone,6.8,,False
True,0.0,34866,0.242384,1962,Released,Mafioso,6.8,,False
True,15500000.0,37725,8.960677,2006,Released,It's a Boy Girl Thing,6.3,,False
True,5000000.0,40973,0.619657,1970,Released,Myra Breckinridge,4.8,,False
True,0.0,63460,0.870174,1982,Released,Vice Squad,6.0,,False
True,0.0,13517,4.407038,2006,Released,The Ugly Duckling and Me!,4.7,,False
True,0.0,22105,10.488933,2006,Released,Danika,5.4,,False
True,14500000.0,2016,10.021547,2006,Released,Days of Glory,6.7,,False
True,0.0,3024,0.424452,1968,Released,The Strange Case of Dr. Jekyll and Mr. Hyde,0.0,,False
True,0.0,47200,0.47589,2004,Released,Schizo,6.0,,False
True,0.0,17266,4.315717,1997,Released,The Odyssey,6.3,,False
True,3700000.0,9828,13.505066,2006,Released,Unknown,6.4,s1468,True
True,0.0,34038,2.70213,1967,Released,Magical Mystery Tour,5.8,,False
True,0.0,71506,0.361798,2005,Released,Ringers - Lord of the Fans,4.7,,False
True,0.0,74581,0.717874,1936,Released,Sisters of the Gion,6.7,,False
True,5000000.0,9958,3.172765,2006,Released,Trailer Park Boys: The Movie,6.8,s4967,True
True,110000000.0,1250,11.902354,2007,Released,Ghost Rider,5.2,s6848,True
True,0.0,4169,6.885359,2007,Released,Breach,6.5,,False
True,10000000.0,16555,6.063809,2007,Released,Daddy's Little Girls,6.6,,False
True,40000000.0,11172,7.196688,2007,Released,Music and Lyrics,6.2,,False
True,30000000.0,3594,8.140941,2007,Released,The Number 23,6.3,,False
True,10000000.0,10090,4.468247,2007,Released,Reno 911!: Miami,5.6,,False
True,15000000.0,7874,7.050403,2006,Released,Black Snake Moan,6.6,s6328,True
True,0.0,14845,2.268351,2006,Released,Gray Matters,5.8,,False
True,0.0,13916,3.346751,2005,Released,Shooting Gallery,5.6,,False
True,0.0,52920,0.004974,1978,Released,What Will You Do When You Catch Me?,8.5,,False
True,0.0,48215,1.267756,1985,Released,The Dagger of Kamui,5.1,,False
True,0.0,22485,0.95225,2006,Released,loudQUIETloud: A Film About the Pixies,6.9,,False
True,0.0,13393,1.712815,2005,Released,My Father and My Son,7.8,,False
True,7000000.0,12271,19.651793,2006,Released,Factory Girl,6.2,,False
True,0.0,40394,3.947614,1976,Released,Salon Kitty,4.6,,False
True,15000000.0,17919,2.529274,2005,Released,Human Trafficking,7.2,,False
True,994000.0,13185,5.230003,2006,Released,Kidulthood,6.2,,False
True,5000000.0,26655,2.255781,2006,Released,Like Mike 2: Streetball,3.6,,False
True,0.0,42630,3.40004,1968,Released,Lady in Cement,6.6,,False
True,0.0,22172,3.68961,1987,Released,Street Trash,5.6,,False
True,0.0,42721,0.963536,1966,Released,Fighting Elegy,7.1,,False
True,0.0,27523,1.306016,1962,Released,Salvatore Giuliano,6.4,,False
True,0.0,28955,1.343551,1959,Released,First Man Into Space,5.2,,False
True,0.0,27313,2.030342,1970,Released,I Drink Your Blood,6.2,,False
True,12000000.0,4638,13.535195,2007,Released,Hot Fuzz,7.4,,False
True,2000000.0,68979,1.300278,1966,Released,Dead Heat on a Merry-Go-Round,6.0,,False
True,0.0,11841,7.261696,1978,Released,The 36th Chamber of Shaolin,7.6,,False
True,0.0,28261,1.734803,1935,Released,Mad Love,6.8,,False
True,7.0,83980,0.0339,1974,Released,The Trial of Billy Jack,6.8,,False
True,0.0,94393,1.393818,1960,Released,The Savage Innocents,7.4,,False
True,0.0,9695,3.277457,2006,Released,Karla,4.8,,False
True,0.0,24653,5.298931,2004,Released,The Consequences of Love,7.6,,False
True,0.0,1993,1.717836,2006,Released,Golden Door,6.0,,False
True,0.0,28710,0.952055,2002,Released,Kamchatka,6.3,,False
True,0.0,28438,1.494525,1943,Released,The Leopard Man,6.4,,False
True,0.0,97548,0.22433,2006,Released,Family Law,7.0,,False
True,0.0,11945,3.459098,1971,Released,Emil in Lonneberga,6.2,,False
True,0.0,12554,3.538001,1995,Released,Citizen X,6.9,,False
True,0.0,26598,2.548705,1998,Released,Cats,7.1,,False
True,0.0,5691,2.987674,1972,Released,The Canterbury Tales,6.1,,False
True,0.0,6443,0.796554,2004,Released,The Forest for the Trees,7.7,,False
True,70000000.0,1738,9.41746,2007,Released,Next,5.9,s7582,True
True,0.0,1253,4.217411,2006,Released,Breaking and Entering,6.3,,False
True,0.0,38021,1.475074,2004,Released,Changing Times,6.5,,False
True,0.0,15325,1.369146,2007,Released,God Grew Tired of Us,7.5,,False
True,0.0,34389,0.541397,2006,Released,Iraq in Fragments,6.8,,False
True,0.0,15163,20.346477,2006,Released,Amazing Grace,7.0,,False
True,818418.0,14375,4.387586,2005,Released,Romanzo criminale,7.3,,False
True,3000000.0,10845,4.619056,2005,Released,2001 Maniacs,4.9,,False
True,13000000.0,31659,1.884204,1986,Released,Wise Guys,6.1,,False
True,0.0,15582,4.604439,1987,Released,Teen Wolf Too,3.8,,False
True,0.0,42999,0.690606,1962,Released,The Grim Reaper,6.8,,False
True,0.0,31015,1.280643,1998,Released,Body Count,6.8,,False
True,65000000.0,1949,19.083823,2007,Released,Zodiac,7.3,s8803,True
True,0.0,11330,4.206897,2005,Released,Pusher III: I'm the Angel of Death,7.1,,False
True,0.0,99259,0.000308,1972,Released,Eight Deadly Shots,5.0,,False
True,0.0,10942,8.232154,1993,Released,Babylon 5: The Gathering,6.4,,False
True,0.0,7006,6.176386,2007,Released,White Noise 2: The Light,5.6,,False
True,275.0,27040,2.574317,1943,Released,Meshes of the Afternoon,7.7,,False
True,0.0,11199,11.356011,2007,Released,Wild Hogs,5.7,,False
True,2000000.0,41393,0.717595,2006,Released,Zyzzyx Road,4.0,,False
True,0.0,9784,3.874408,2006,Released,Man About Town,5.3,,False
True,0.0,25530,0.436348,2005,Released,First on the Moon,5.0,,False
True,0.0,50812,0.650914,1984,Released,Unfaithfully Yours,5.8,,False
True,0.0,27864,1.422501,1980,Released,The Lathe of Heaven,6.1,,False
True,0.0,8965,7.751536,2003,Released,Atlantis: Milo's Return,5.4,,False
True,0.0,14710,1.499865,1940,Released,The Westerner,6.1,,False
True,0.0,14624,5.09336,2006,Released,The Ultimate Gift,6.8,,False
True,65000000.0,1271,18.108408,2006,Released,300,7.0,,False
True,0.0,10790,4.784131,2006,Released,The Abandoned,5.4,,False
True,0.0,18019,3.353767,1953,Released,Julius Caesar,6.5,,False
True,0.0,64142,0.360971,1936,Released,Three Smart Girls,7.0,,False
True,0.0,61648,0.222832,1947,Released,Something in the Wind,10.0,,False
True,8.0,14055,5.140016,2006,Released,Starter for 10,6.7,,False
True,0.0,2267,6.183051,2007,Released,The Last Mimzy,5.9,,False
True,0.0,6691,6.18064,2006,Released,Priceless,6.4,,False
True,11000000.0,1255,9.386916,2006,Released,The Host,6.7,,False
True,0.0,47249,1.099317,1963,Released,America America,5.8,,False
True,0.0,49709,1.010085,2000,Released,Kippur,4.0,,False
True,0.0,31040,0.860383,2006,Released,The Situation,6.5,,False
True,0.0,50185,0.781841,1991,Released,Diary of a Hitman,3.5,,False
True,0.0,25105,0.50835,1961,Released,Flower Drum Song,3.8,,False
True,16500000.0,2977,7.829737,2007,Released,Becoming Jane,6.9,s6271,True
True,0.0,15664,4.010441,2006,Released,Right at Your Door,5.8,,False
True,0.0,25062,1.829632,1961,Released,A Taste of Honey,6.5,,False
True,12000000.0,16727,4.273271,2006,Released,The Namesake,6.8,,False
True,0.0,5413,0.769035,2004,Released,Omagh,6.1,,False
True,0.0,46916,1.315014,1965,Released,Samurai Spy,5.8,,False
True,0.0,52679,4.030927,1928,Released,The Last Command,7.7,,False
True,11000000.0,14434,3.966066,2007,Released,I Think I Love My Wife,5.0,,False
True,1200000.0,27919,0.753558,2006,Released,The Second Chance,4.9,,False
True,0.0,47837,3.310593,1960,Released,The Fugitive Kind,6.5,,False
True,0.0,11494,2.891777,2006,Released,Wilderness,6.3,,False
True,0.0,19936,2.064359,2004,Released,Hipnos,5.6,,False
True,20000000.0,9963,10.163764,2007,Released,Premonition,5.8,,False
True,20000000.0,14001,10.763622,2007,Released,Dead Silence,6.2,,False
True,20000000.0,2355,10.027137,2007,Released,Reign Over Me,7.1,,False
True,0.0,16385,1.896372,2007,Released,Pride,5.0,,False
True,15000000.0,9793,5.559312,2007,Released,The Hills Have Eyes 2,5.2,,False
True,34000000.0,1273,11.358363,2007,Released,TMNT,6.0,,False
True,0.0,17388,1.502873,2005,Released,The Italian,6.6,,False
True,0.0,4657,1.625032,2006,Released,Jindabyne,5.7,,False
True,0.0,42595,0.62167,1970,Released,The Spider's Stratagem,7.7,,False
